index,image_path,answer
0,Dataset/4_comp/output_data/oa_os_nc_left_center_single_right_center_single_RAVEN_9961_train.png,D
1,Dataset/4_comp/output_data/oa_os_nc_distribute_nine_RAVEN_9972_train.png,C
2,Dataset/4_comp/output_data/oa_os_nc_left_center_single_right_center_single_RAVEN_9999_test.png,B
3,Dataset/4_comp/output_data/oa_os_nc_in_distribute_four_out_center_single_RAVEN_9960_train.png,C
4,Dataset/4_comp/output_data/oa_os_nc_distribute_four_RAVEN_9943_train.png,H
5,Dataset/4_comp/output_data/oa_os_nc_up_center_single_down_center_single_RAVEN_9997_val.png,C
6,Dataset/4_comp/output_data/oa_os_nc_center_single_RAVEN_9978_test.png,F
7,Dataset/4_comp/output_data/oa_os_nc_in_center_single_out_center_single_RAVEN_9958_test.png,D
8,Dataset/4_comp/output_data/oa_os_nc_in_center_single_out_center_single_RAVEN_9959_test.png,E
9,Dataset/4_comp/output_data/oa_os_nc_up_center_single_down_center_single_RAVEN_9962_train.png,A
10,Dataset/4_comp/output_data/oa_os_nc_in_distribute_four_out_center_single_RAVEN_9968_test.png,G
11,Dataset/4_comp/output_data/oa_os_nc_distribute_nine_RAVEN_9994_train.png,C
12,Dataset/4_comp/output_data/oa_os_nc_distribute_four_RAVEN_9947_val.png,E
13,Dataset/4_comp/output_data/oa_os_nc_center_single_RAVEN_9966_val.png,B
