index,image_path,question,answer,type,A,B,C,D,E,F,G,H
0,Dataset/4_comp/output_data/oa_ns_oc_distribute_nine_RAVEN_9938_test.png,G
1,Dataset/4_comp/output_data/oa_ns_oc_in_distribute_four_out_center_single_RAVEN_9861_train.png,G
2,Dataset/4_comp/output_data/oa_ns_oc_distribute_four_RAVEN_9924_train.png,G
3,Dataset/4_comp/output_data/oa_ns_oc_distribute_four_RAVEN_9930_train.png,B
4,Dataset/4_comp/output_data/oa_ns_oc_center_single_RAVEN_9942_train.png,A
5,Dataset/4_comp/output_data/oa_ns_oc_in_distribute_four_out_center_single_RAVEN_9856_val.png,H
6,Dataset/4_comp/output_data/oa_ns_oc_center_single_RAVEN_9939_test.png,D
7,Dataset/4_comp/output_data/oa_ns_oc_in_center_single_out_center_single_RAVEN_9910_train.png,E
8,Dataset/4_comp/output_data/oa_ns_oc_up_center_single_down_center_single_RAVEN_9957_val.png,C
9,Dataset/4_comp/output_data/oa_ns_oc_up_center_single_down_center_single_RAVEN_9959_test.png,H
10,Dataset/4_comp/output_data/oa_ns_oc_in_center_single_out_center_single_RAVEN_9952_train.png,G
11,Dataset/4_comp/output_data/oa_ns_oc_left_center_single_right_center_single_RAVEN_9958_test.png,H
12,Dataset/4_comp/output_data/oa_ns_oc_distribute_nine_RAVEN_9940_train.png,G
13,Dataset/4_comp/output_data/oa_ns_oc_left_center_single_right_center_single_RAVEN_9964_train.png,A
