index,image_path,question,answer,type,A,B,C,D,E,F,G,H
0,Dataset/4_comp/output_data/oa_os_oc_distribute_nine_RAVEN_9958_test.png,D
1,Dataset/4_comp/output_data/oa_os_oc_distribute_four_RAVEN_9971_train.png,G
2,Dataset/4_comp/output_data/oa_os_oc_distribute_four_RAVEN_9996_val.png,C
3,Dataset/4_comp/output_data/oa_os_oc_up_center_single_down_center_single_RAVEN_9955_train.png,E
4,Dataset/4_comp/output_data/oa_os_oc_in_distribute_four_out_center_single_RAVEN_9957_val.png,H
5,Dataset/4_comp/output_data/oa_os_oc_left_center_single_right_center_single_RAVEN_9962_train.png,H
6,Dataset/4_comp/output_data/oa_os_oc_distribute_nine_RAVEN_9967_val.png,H
7,Dataset/4_comp/output_data/oa_os_oc_center_single_RAVEN_9967_val.png,H
8,Dataset/4_comp/output_data/oa_os_oc_up_center_single_down_center_single_RAVEN_9958_test.png,F
9,Dataset/4_comp/output_data/oa_os_oc_left_center_single_right_center_single_RAVEN_9967_val.png,A
10,Dataset/4_comp/output_data/oa_os_oc_center_single_RAVEN_9950_train.png,A
11,Dataset/4_comp/output_data/oa_os_oc_in_center_single_out_center_single_RAVEN_9954_train.png,F
12,Dataset/4_comp/output_data/oa_os_oc_in_distribute_four_out_center_single_RAVEN_9963_train.png,F
13,Dataset/4_comp/output_data/oa_os_oc_in_center_single_out_center_single_RAVEN_9974_train.png,H
