index,image_path,question,answer,type,A,B,C,D,E,F,G,H
0,Dataset/4_comp/output_data/na_ns_nc_left_center_single_right_center_single_RAVEN_9968_test.png,B
1,Dataset/4_comp/output_data/na_ns_nc_up_center_single_down_center_single_RAVEN_9815_train.png,D
2,Dataset/4_comp/output_data/na_ns_nc_in_distribute_four_out_center_single_RAVEN_9948_test.png,H
3,Dataset/4_comp/output_data/na_ns_nc_distribute_four_RAVEN_9872_train.png,F
4,Dataset/4_comp/output_data/na_ns_nc_in_center_single_out_center_single_RAVEN_9806_val.png,H
5,Dataset/4_comp/output_data/na_ns_nc_center_single_RAVEN_9904_train.png,H
6,Dataset/4_comp/output_data/na_ns_nc_distribute_four_RAVEN_9874_train.png,G
7,Dataset/4_comp/output_data/na_ns_nc_up_center_single_down_center_single_RAVEN_9819_test.png,G
8,Dataset/4_comp/output_data/na_ns_nc_center_single_RAVEN_9897_val.png,B
9,Dataset/4_comp/output_data/na_ns_nc_distribute_nine_RAVEN_9968_test.png,A
10,Dataset/4_comp/output_data/na_ns_nc_in_center_single_out_center_single_RAVEN_9805_train.png,B
11,Dataset/4_comp/output_data/na_ns_nc_in_distribute_four_out_center_single_RAVEN_9947_val.png,H
12,Dataset/4_comp/output_data/na_ns_nc_left_center_single_right_center_single_RAVEN_9966_val.png,F
13,Dataset/4_comp/output_data/na_ns_nc_distribute_nine_RAVEN_9957_val.png,H
